"";"X.1";"X";"Number";"Group";"Class";"Order";"Family";"Genus";"Species";"Mass";"Lat_deg";"Lon_deg";"Elevation";"Date_original";"Date_start";"Date_end";"Jan";"Feb";"Mar";"Apr";"May";"Jun";"Jul";"Aug";"Sep";"Oct";"Nov";"Dec";"Year1";"Year2";"Year3";"Year4";"FMR_Watt";"FMR_kJday";"TAREFmean";"TALOCmean";"SOLRAD";"RHREFmean";"RHLOCmean";"FMR_M";"Tanomalies";"TMEAN";"Reference"
"369";369;369;7970;"Mammal";"Mammalia";"Lagomorpha";"Leporidae";"Lepus";"Lepus_americanus";1540;60,95;-138,2;NA;"March - October 2007";"2007-03-01";"2007-10-30";0;0;1;1;1;1;1;1;1;1;0;0;2007;NA;NA;NA;10,9722222222222;948;0,379638655;1,898469079;180,6670822;90,29434715;82,4918858;-0,04193683308619;-0,207861345;0,5875;"Sheriff, M. J., Speakman, J. R., Kuchel, L., Boutin, S., & Humphries, M. M. (2009). The cold shoulder: Free-ranging snowshoe hares maintain a low cost of living in cold climates. Canadian Journal of Zoology, 87(10), 956-964. https://doi.org/10.1139/Z09-087"
"370";370;370;7971;"Mammal";"Mammalia";"Lagomorpha";"Leporidae";"Lepus";"Lepus_americanus";1700;60,95;-138,2;NA;"March - October 2007";"2007-03-01";"2007-10-30";0;0;1;1;1;1;1;1;1;1;0;0;2007;NA;NA;NA;11,6898148148148;1010;0,379638655;1,898469079;180,6670822;90,29434715;82,4918858;-0,0495455204790831;-0,207861345;0,5875;"Sheriff, M. J., Speakman, J. R., Kuchel, L., Boutin, S., & Humphries, M. M. (2009). The cold shoulder: Free-ranging snowshoe hares maintain a low cost of living in cold climates. Canadian Journal of Zoology, 87(10), 956-964. https://doi.org/10.1139/Z09-087"
"371";371;371;7882;"Mammal";"Mammalia";"Primates";"Lemuridae";"Eulemur";"Eulemur_fulvus";1110;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;5,02314814814815;434;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,588195657839741;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"372";372;372;7883;"Mammal";"Mammalia";"Primates";"Lemuridae";"Eulemur";"Eulemur_fulvus";1582;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;6,73611111111111;582;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,5491373044266;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"373";373;373;7884;"Mammal";"Mammalia";"Primates";"Lemuridae";"Eulemur";"Eulemur_fulvus";1582;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;7,01388888888889;606;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,508727766088723;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"374";374;374;7885;"Mammal";"Mammalia";"Primates";"Lemuridae";"Eulemur";"Eulemur_fulvus";1674;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;6,40046296296296;553;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,64082890781029;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"375";375;375;7886;"Mammal";"Mammalia";"Primates";"Lemuridae";"Eulemur";"Eulemur_fulvus";1688;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;7,07175925925926;611;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,547068788512875;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"376";376;376;7887;"Mammal";"Mammalia";"Primates";"Lemuridae";"Eulemur";"Eulemur_fulvus";1762;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;8,04398148148148;695;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,449054788514045;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"377";377;377;7888;"Mammal";"Mammalia";"Primates";"Lemuridae";"Eulemur";"Eulemur_fulvus";1806;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;5,52083333333333;477;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,84315668796803;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"378";378;378;7889;"Mammal";"Mammalia";"Primates";"Lemuridae";"Eulemur";"Eulemur_fulvus";1806;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;6,25;540;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,719104039298052;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"379";379;379;7890;"Mammal";"Mammalia";"Primates";"Lemuridae";"Eulemur";"Eulemur_fulvus";1966;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;7,19907407407407;622;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,638671752812594;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"380";380;380;7891;"Mammal";"Mammalia";"Primates";"Lemuridae";"Eulemur";"Eulemur_fulvus";2038;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;6,11111111111111;528;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,828336333624486;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"381";381;381;7892;"Mammal";"Mammalia";"Primates";"Lemuridae";"Eulemur";"Eulemur_fulvus";2166;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;9,15509259259259;791;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,467863241432974;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"382";382;382;7893;"Mammal";"Mammalia";"Primates";"Lemuridae";"Eulemur";"Eulemur_fulvus";2172;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;8,10185185185185;700;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,592066721931395;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"383";383;383;7931;"Mammal";"Mammalia";"Primates";"Lemuridae";"Lemur";"Lemur_catta";1770;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;5,32407407407407;460;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,864992170598994;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"384";384;384;7932;"Mammal";"Mammalia";"Primates";"Lemuridae";"Lemur";"Lemur_catta";2038;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;6,15740740740741;532;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,820789127989103;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"385";385;385;7933;"Mammal";"Mammalia";"Primates";"Lemuridae";"Lemur";"Lemur_catta";2088;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;6,85185185185185;592;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,731325852943438;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"386";386;386;7934;"Mammal";"Mammalia";"Primates";"Lemuridae";"Lemur";"Lemur_catta";2122;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;7,87037037037037;680;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,604335209892482;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"387";387;387;7935;"Mammal";"Mammalia";"Primates";"Lemuridae";"Lemur";"Lemur_catta";2206;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;9,94212962962963;859;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,398528674116967;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"388";388;388;7936;"Mammal";"Mammalia";"Primates";"Lemuridae";"Lemur";"Lemur_catta";2380;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;8,51851851851852;736;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,607568882697917;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"389";389;389;7937;"Mammal";"Mammalia";"Primates";"Lemuridae";"Lemur";"Lemur_catta";2410;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;5,09259259259259;440;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-1,13101666991301;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"390";390;390;7938;"Mammal";"Mammalia";"Primates";"Lemuridae";"Lemur";"Lemur_catta";2438;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;7,34953703703704;635;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,772458873947025;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"391";391;391;7939;"Mammal";"Mammalia";"Primates";"Lemuridae";"Lemur";"Lemur_catta";2504;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;5,75231481481481;497;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-1,03666953632288;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"392";392;392;7940;"Mammal";"Mammalia";"Primates";"Lemuridae";"Lemur";"Lemur_catta";2646;-25,0048333333333;46,3228333333333;NA;"March 2006";"2006-03-01";"2006-03-31";0;0;1;0;0;0;0;0;0;0;0;0;2006;NA;NA;NA;8,92361111111111;771;27,94752673;28,0968734;221,6093156;78,39480815;78,45655557;-0,637169365198048;3,14752673;24,8;"Simmen, B., Bayart, F., Rasamimanana, H., Zahariev, A., Blanc, S., & Pasquet, P. (2010). Total Energy Expenditure and Body Composition in Two Free-Living Sympatric Lemurs. PLOS ONE, 5(3), e9860. https://doi.org/10.1371/journal.pone.0009860"
"393";393;393;7823;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Carollia";"Carollia_brevicauda";7,9;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,457175925925926;39,5;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,565175740284747;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"394";394;394;7824;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Carollia";"Carollia_brevicauda";8;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,469907407407407;40,6;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,583613034630676;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"395";395;395;7825;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Carollia";"Carollia_brevicauda";8,2;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,444444444444444;38,4;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,510176008155435;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"396";396;396;7826;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Carollia";"Carollia_brevicauda";8,2;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,607638888888889;52,5;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,822931718159332;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"397";397;397;7827;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Carollia";"Carollia_brevicauda";8,5;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,474537037037037;41;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,549895618268679;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"398";398;398;7828;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Carollia";"Carollia_brevicauda";8,7;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,537037037037037;46,4;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,656927292894431;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"399";399;399;7829;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Carollia";"Carollia_brevicauda";9;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,498842592592593;43,1;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,558813465772959;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"400";400;400;7830;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Carollia";"Carollia_brevicauda";9;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,505787037037037;43,7;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,572638570764802;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"401";401;401;7831;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Carollia";"Carollia_brevicauda";9,4;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,672453703703704;58,1;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,826238887616744;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"402";402;402;7832;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Carollia";"Carollia_brevicauda";9,9;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,623842592592593;53,9;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,713999339915332;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"403";403;403;7894;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Glossophaga";"Glossophaga_commissarisi";15,4;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,435185185185185;37,6;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,0366884642157921;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"404";404;404;7895;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Glossophaga";"Glossophaga_commissarisi";16,2;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,537037037037037;46,4;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,210627572245893;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"405";405;405;7896;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Glossophaga";"Glossophaga_commissarisi";16,9;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,524305555555556;45,3;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,156266964579686;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"406";406;406;7897;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Glossophaga";"Glossophaga_commissarisi";18,2;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,466435185185185;40,3;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;-0,0138894903168058;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"407";407;407;7898;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Glossophaga";"Glossophaga_commissarisi";18,4;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,462962962962963;40;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;-0,0292073046984263;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"408";408;408;7899;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Glossophaga";"Glossophaga_commissarisi";18,4;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,549768518518518;47,5;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,142642952228233;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"409";409;409;7900;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Glossophaga";"Glossophaga_commissarisi";18,4;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,59375;51,3;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,219603993364361;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
"410";410;410;7901;"Mammal";"Mammalia";"Chiroptera";"Phyllostomidae";"Glossophaga";"Glossophaga_commissarisi";18,7;10,4166666666667;-84;62;"November - December 2002";"2002-11-01";"2002-12-31";0;0;0;0;0;0;0;0;0;0;1;1;2002;NA;NA;NA;0,622685185185185;53,8;25,96297949;26,20599951;180,3934534;81,42030564;80,88498698;0,255576479351628;0,912979490000001;25,05;"Voigt, C. C., Kelm, D. H., & Visser, G. H. (2006). Field metabolic rates of phytophagous bats: Do pollination strategies of plants make life of nectar-feeders spin faster? Journal of Comparative Physiology B, 176(3), 213-222. https://doi.org/10.1007/s00360-005-0042-y"
